Date,ABT,ACN,ADBE,AMD,AMZN,AVGO,BAC,BMY,COST,CRM,CSCO,CVX,DHR,DIS,GE,GOOG,HD,HON,IBM,JNJ,JPM,KO,LIN,MA,MCD,META,MRK,MS,MSFT,NEE,NFLX,NKE,PEP,PG,PM,QCOM,SPY,TMO,TSLA,UNP,V,WMT,XOM
12/13/2023,103.1961823,333.4426575,624.2600098,138.1900024,148.8399963,106.2730942,30.69632149,47.02643967,620.8409424,254.6413727,46.91374207,132.495285,224.554657,91.60542297,95.58281708,133.059433,329.1517334,183.3983765,153.9342041,146.5240021,154.0427551,56.88407516,399.9170837,419.8254395,284.0369568,332.6890564,100.6167374,80.37010193,368.8702087,58.90383148,47.9980011,117.1353989,161.8356628,141.2393341,86.42259216,133.8158264,458.6465149,515.3500366,239.2899933,227.4907532,258.5532532,50.36315918,92.27055359
12/14/2023,104.495163,332.5596619,584.6400146,138,147.4199982,107.9115295,32.51663589,46.67278671,609.9907837,254.5325623,46.67771149,137.3695831,226.9203796,92.70076752,95.71690369,132.2946777,337.2127991,183.6963959,153.2662506,147.5397644,156.8450928,56.03931046,400.8759766,413.7754517,278.364502,331.1287231,100.181488,85.44780731,360.5541687,59.15825653,46.98300171,116.9904022,158.2980652,137.5130005,86.66978455,136.4188843,460.1184692,518.6618652,251.0500031,233.4209595,254.9564819,49.74853134,94.75174713
12/15/2023,103.2346725,333.9375,584.6799927,139.1499939,149.9700012,110.1790161,32.19089508,46.14684296,637.1064453,258.8768616,47.08368683,136.8381958,224.9208984,92.22709656,97.1997757,132.9303131,339.3119812,183.6873474,152.6265106,145.9314728,158.0310669,55.6216774,398.5864868,413.7853088,275.7249756,332.867981,99.45294189,85.95462799,365.2836914,57.95210648,47.20600128,117.5027695,157.1220093,136.8475952,86.4775238,137.9903564,459.3608704,515.190979,253.5,232.5751343,254.2667389,49.93488312,94.11745453
12/18/2023,103.9755707,331.7057495,599.1300049,138.8999939,154.0700073,111.8623047,32.02802277,46.55490112,658.7875366,260.8461304,47.43302155,137.1405334,224.148819,91.6350174,97.5231781,136.2575531,336.254303,185.2225952,153.1063385,146.194809,158.9875183,56.02033234,400.2693787,419.5782776,278.5661011,342.5085144,100.3328781,85.18499756,367.1755066,57.4809494,48.61199951,117.1064072,158.9190216,138.94841,86.86203003,136.5634918,461.9448242,515.77771,252.0800018,231.7293701,254.6017609,50.66392899,94.81703186
12/19/2023,104.3219604,331.375824,604.6400146,140.1499939,153.7899933,111.6497192,32.10467148,47.25313187,655.4029541,261.5883179,47.37636948,138.9363403,226.8114929,92.69090271,99.33734131,137.161377,337.4620056,184.7710419,151.9961548,147.1541443,161.1108093,55.83998871,403.1947937,420.6064148,279.0460205,348.2133789,100.7586517,86.27374268,367.7765198,58.01806259,49.5019989,118.5564651,158.0158081,138.94841,87.21908569,138.0867615,464.7539063,525.2455444,257.2200012,233.2191315,256.1981201,50.84701157,96.06695557
12/20/2023,103.3405228,329.4255066,596.0599976,135.4700012,152.1199951,108.7888565,31.59689903,46.21031952,639.2147217,257.5409241,47.01760101,137.6627808,224.5051422,90.06599426,97.31020355,138.7107544,334.193512,183.2358093,150.5755615,144.1538696,159.2935486,54.68199539,397.5884705,414.6552124,277.3759155,347.1400146,99.68949127,85.54165649,365.1752625,56.38786697,48.92699814,117.3867493,155.8894806,136.8000488,85.3813324,135.3969269,458.3136597,516.5831909,247.1399994,228.5960693,253.3601227,50.25200653,94.46258545
12/21/2023,104.3796921,338.4009705,600.1400146,139.9100037,153.8399963,110.4455948,31.80767059,46.48235321,643.2374878,264.4680176,46.92319107,138.084259,228.0091858,90.80609894,100.149765,140.8362427,334.4906311,185.1774445,151.2623444,145.6304779,160.2021637,55.04268265,400.2987061,418.5996094,279.6794434,351.9204712,100.6640396,86.94013214,368.0523987,56.16171265,49.1609993,118.450119,157.0937958,137.132782,86.16098022,137.3251343,462.6593323,523.6741943,254.5,232.7000885,255.7547607,50.60835648,94.89167023
12/22/2023,104.9088974,343.9318542,598.75,139.6000061,153.4199982,109.9253616,32.02802277,47.41635513,649.465332,263.5675049,47.29140091,138.3957672,228.019104,89.81929016,99.92891693,141.7499847,334.1264343,185.7102814,152.5418243,146.213623,160.1065369,55.35590363,401.8738708,419.2520752,279.9769897,351.224823,101.9035339,86.73365021,369.0770874,56.30306244,48.67599869,104.4425964,157.761795,138.1023712,86.26307678,138.3374329,463.5891418,526.1504517,252.5399933,234.1129913,254.6608429,51.2131691,95.05955505
12/26/2023,105.1013412,342.9420776,598.2600098,143.4100037,153.4100037,110.8962936,32.43999481,46.65465164,652.3858032,263.4487915,47.4707756,139.6418304,229.0485229,89.75021362,100.5441513,141.8493042,334.8165894,187.877655,153.5485077,146.8531647,161.0533905,55.58370972,401.0814209,418.8270264,281.0903625,352.6559143,101.8373032,87.13722229,369.1560059,56.73652267,49.11899948,104.4232635,158.8720093,138.7297516,86.55080414,140.2366943,465.5466919,526.796936,256.6099854,235.7565002,255.3802338,51.13470459,95.27410889
12/27/2023,105.6401749,343.3205261,596.0800171,146.0700073,153.3399963,110.3358765,32.4208374,46.43701935,659.4869995,263.943512,47.62184525,139.1837311,230.4936829,89.18772888,101.1834564,140.4786835,334.0688782,188.7626648,153.7837219,147.050705,162.0193939,55.72608185,402.3338013,419.5090637,282.7124329,355.6376038,102.1684723,87.90686035,368.574646,57.08518219,49.17900085,103.5628967,159.3800507,138.8438263,87.04272461,140.4873352,466.3883972,528.7362061,261.4400024,236.2562866,255.1535645,51.61528778,94.82637024
