Date,ABT,ACN,ADBE,AMD,AMZN,AVGO,BAC,BMY,COST,CRM,CSCO,CVX,DHR,DIS,GE,GOOG,HD,HON,IBM,JNJ,JPM,KO,LIN,MA,MCD,META,MRK,MS,MSFT,NEE,NFLX,NKE,PEP,PG,PM,QCOM,SPY,TMO,TSLA,UNP,V,WMT,XOM
2019-12-04,76.61600494384766,182.83201599121094,302.510009765625,39.689998626708984,88.03450012207031,26.428813934326172,28.60390853881836,47.032344818115234,271.0962219238281,154.80162048339844,36.613037109375,89.48214721679688,127.26520538330078,144.98001098632812,52.851112365722656,65.57823944091797,186.37811279296875,144.06251525878906,97.48055267333984,117.72409057617188,112.15776824951172,45.162784576416016,186.05340576171875,277.3368835449219,169.1246795654297,197.4925079345703,70.0855941772461,40.421287536621094,142.2797393798828,50.494503021240234,30.43199920654297,86.45098876953125,114.66189575195312,107.23771667480469,60.20438003540039,72.22663116455078,284.85333251953125,310.8232116699219,22.20199966430664,150.97438049316406,173.10296630859375,36.26868438720703,51.95876693725586
2019-12-05,76.66998291015625,183.07937622070312,303.0299987792969,39.619998931884766,87.02400207519531,26.55425453186035,28.708019256591797,47.49546813964844,267.9693908691406,156.572998046875,36.30439376831055,89.01537322998047,127.16156005859375,144.15867614746094,52.317745208740234,65.95514678955078,185.42054748535156,144.72792053222656,97.42146301269531,117.87612915039062,112.76795196533203,45.07960510253906,186.9710693359375,280.2470397949219,169.03762817382812,198.1385498046875,70.1488037109375,40.611629486083984,142.3557586669922,50.559173583984375,30.285999298095703,88.3604507446289,114.65770721435547,107.31523132324219,60.409706115722656,72.67538452148438,285.36553955078125,311.1777038574219,22.024667739868164,150.1202850341797,174.33935546875,36.422157287597656,51.77712631225586
2019-12-06,76.88582611083984,185.5527801513672,306.2300109863281,39.630001068115234,87.58000183105469,26.968965530395508,29.211206436157227,47.87076950073242,269.6608581542969,156.36517333984375,36.57133865356445,90.30091857910156,128.05140686035156,144.373779296875,53.820858001708984,66.57540130615234,186.53482055664062,145.9338836669922,98.38894653320312,118.56871032714844,114.44599914550781,45.270938873291016,188.6044464111328,280.77880859375,170.0298614501953,199.8181610107422,70.22786712646484,41.21580505371094,144.0838165283203,50.52253341674805,30.735000610351562,89.47659301757812,115.51547241210938,106.94493865966797,61.04767990112305,73.75774383544922,287.9720764160156,315.2348327636719,22.392667770385742,151.44984436035156,174.60772705078125,36.765926361083984,52.609683990478516
2019-12-09,75.43770599365234,185.07640075683594,307.04998779296875,38.93000030517578,87.47550201416016,26.82645606994629,29.07240104675293,48.93279266357422,269.8528747558594,155.8406982421875,36.62138748168945,89.75762176513672,127.45524597167969,142.9560546875,53.287498474121094,66.7214126586914,188.4934844970703,145.12713623046875,98.90592193603516,118.6700668334961,113.91207885742188,44.979774475097656,188.4209442138672,279.4833068847656,169.44671630859375,200.1063995361328,70.12511444091797,41.0502815246582,143.71347045898438,50.49665832519531,30.25,89.13529968261719,115.34727478027344,107.53050994873047,61.29697799682617,74.72570037841797,287.0666809082031,311.6011047363281,22.635332107543945,150.88632202148438,175.32666015625,36.63701629638672,52.72320556640625
2019-12-10,76.0583267211914,184.93899536132812,304.1700134277344,39.439998626708984,86.96050262451172,26.88448715209961,29.089746475219727,49.57959747314453,270.41973876953125,154.77194213867188,36.788230895996094,90.20909118652344,128.58700561523438,142.84849548339844,53.38447570800781,66.77603912353516,187.945068359375,144.7528533935547,98.8985366821289,118.23931121826172,113.98834228515625,44.7302131652832,187.15460205078125,279.0481262207031,169.6816864013672,199.6392822265625,70.42544555664062,41.108219146728516,143.49510192871094,50.535457611083984,29.312000274658203,89.48582458496094,114.59881591796875,107.01380920410156,61.52433395385742,74.02174377441406,286.74664306640625,312.2510070800781,23.256000518798828,151.31777954101562,174.6940155029297,36.569496154785156,52.26907730102539
2019-12-11,76.37313842773438,185.32379150390625,303.739990234375,39.470001220703125,87.43599700927734,27.282129287719727,29.185182571411133,49.83510971069336,269.9808349609375,154.76205444335938,36.93838119506836,88.93885040283203,129.30406188964844,144.3053436279297,53.190521240234375,66.79390716552734,184.55006408691406,146.391357421875,98.78776550292969,119.07547760009766,113.7171630859375,44.879947662353516,188.7053680419922,280.4403991699219,169.48153686523438,201.02076721191406,70.33060455322266,40.9261474609375,144.03631591796875,50.82215118408203,29.89299964904785,89.64263153076172,115.29683685302734,107.34967803955078,62.213619232177734,76.54721069335938,287.56060791015625,313.225830078125,23.51333236694336,153.60711669921875,174.45437622070312,36.526527404785156,52.193397521972656
2019-12-12,77.32656860351562,186.80780029296875,305.9599914550781,42.59000015258789,88.0165023803711,27.971609115600586,30.087465286254883,51.05683135986328,271.845947265625,156.9391326904297,38.097923278808594,90.91305541992188,130.71229553222656,144.4715576171875,55.46942138671875,67.05462646484375,184.58485412597656,147.53912353515625,99.93986511230469,119.37953186035156,116.9715347290039,45.03800964355469,192.63296508789062,282.5289001464844,170.86544799804688,195.54452514648438,70.79695129394531,41.952392578125,145.49853515625,50.416908264160156,29.8439998626709,90.1407470703125,115.36412048339844,107.27216339111328,61.63432312011719,78.35989379882812,290.0390625,314.4864807128906,23.978666305541992,154.28512573242188,175.05828857421875,36.75979995727539,53.23786544799805
2019-12-13,77.66836547851562,189.3179168701172,317.94000244140625,41.150001525878906,88.0469970703125,26.91520881652832,29.879243850708008,50.96101760864258,266.8450622558594,159.4527130126953,37.78926467895508,90.26263427734375,128.3105926513672,143.97976684570312,54.98454284667969,66.93345642089844,186.36073303222656,147.19813537597656,99.1201171875,119.41336059570312,115.94609069824219,45.270938873291016,191.83457946777344,286.2802734375,171.5704345703125,192.92068481445312,70.97998809814453,41.5799674987793,146.72329711914062,51.07433319091797,29.850000381469727,90.18689727783203,116.00323486328125,108.04719543457031,62.088966369628906,77.28639221191406,290.21282958984375,315.609130859375,23.892667770385742,155.87892150878906,177.4544677734375,36.92247772216797,52.39775848388672
2019-12-16,77.71332550048828,187.7971954345703,323.79998779296875,42.349998474121094,88.46050262451172,27.573110580444336,30.10481071472168,50.705482482910156,268.3351135253906,160.27406311035156,38.356529235839844,91.33391571044922,130.83322143554688,146.02565002441406,54.16027069091797,67.5959243774414,187.6229705810547,146.71572875976562,99.06102752685547,119.75965881347656,116.395263671875,45.270938873291016,192.72470092773438,287.1215515136719,172.23193359375,196.70733642578125,71.0595703125,41.97721862792969,147.67283630371094,51.617523193359375,30.42099952697754,91.14620971679688,115.26319122314453,108.12468719482422,63.247589111328125,77.8143310546875,292.20660400390625,316.74212646484375,25.433332443237305,158.57330322265625,178.5088348388672,36.99921798706055,52.98054122924805
2019-12-17,78.3069839477539,186.3314208984375,322.8500061035156,42.77000045776367,89.53299713134766,27.63028335571289,30.399784088134766,51.19258117675781,270.2093811035156,159.94749450683594,38.74026107788086,90.75237274169922,130.25439453125,145.3076171875,53.820858001708984,67.29547119140625,189.52944946289062,146.96527099609375,99.12748718261719,121.25462341308594,117.10713195800781,45.270938873291016,192.39434814453125,286.19329833984375,171.04824829101562,197.1744842529297,70.84471130371094,42.126197814941406,146.8752899169922,51.69296646118164,31.54800033569336,91.9210433959961,114.51471710205078,107.90941619873047,63.027591705322266,77.71753692626953,292.2705993652344,315.0966491699219,25.266000747680664,156.1958770751953,177.8186798095703,37.22635269165039,52.73833465576172
